2020-12,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,,2023-02-15 14:49:26.100451
2020-11,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,17712.097,2023-02-15 14:49:26.100451
2020-10,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,16951.13,2023-02-15 14:49:26.100451
2020-9,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,19036.644,2023-02-15 14:49:26.100451
2020-8,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,13619.994,2023-02-15 14:49:26.100451
2020-7,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,13351.599,2023-02-15 14:49:26.100451
2020-6,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,14762.751,2023-02-15 14:49:26.100451
2020-5,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,14965.631,2023-02-15 14:49:26.100451
2020-4,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12828.828,2023-02-15 14:49:26.100451
2020-3,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,13937.435,2023-02-15 14:49:26.100451
2020-2,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,137166.109,2023-02-15 14:49:26.100451
2020-1,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,,2023-02-15 14:49:26.100451
2019-12,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10597.909,2023-02-15 14:49:26.100451
2019-11,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12060.551,2023-02-15 14:49:26.100451
2019-10,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,148700.424,2023-02-15 14:49:26.100451
2019-9,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12770.571,2023-02-15 14:49:26.100451
2019-8,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12481.854,2023-02-15 14:49:26.100451
2019-7,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,13755,2023-02-15 14:49:26.100451
2019-6,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12705.977,2023-02-15 14:49:26.100451
2019-5,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,14631.936,2023-02-15 14:49:26.100451
2019-4,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12918.364,2023-02-15 14:49:26.100451
2019-3,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11482.769,2023-02-15 14:49:26.100451
2019-2,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12234.122,2023-02-15 14:49:26.100451
2019-1,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11907.913,2023-02-15 14:49:26.100451
2018-12,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,13025.721,2023-02-15 14:49:26.100451
2018-11,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12592.84,2023-02-15 14:49:26.100451
2018-10,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9590.557,2023-02-15 14:49:26.100451
2018-9,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12572.476,2023-02-15 14:49:26.100451
2018-8,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10270.998,2023-02-15 14:49:26.100451
2018-7,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11833.382,2023-02-15 14:49:26.100451
2018-6,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11048.081,2023-02-15 14:49:26.100451
2018-5,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,127566.784,2023-02-15 14:49:26.100451
2018-4,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10945.387,2023-02-15 14:49:26.100451
2018-3,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9274.494,2023-02-15 14:49:26.100451
2018-2,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9224.36,2023-02-15 14:49:26.100451
2018-1,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,7405.475,2023-02-15 14:49:26.100451
2017-12,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12152.378,2023-02-15 14:49:26.100451
2017-11,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11351.044,2023-02-15 14:49:26.100451
2017-10,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12539.576,2023-02-15 14:49:26.100451
2017-9,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11903.103,2023-02-15 14:49:26.100451
2017-8,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11726.814,2023-02-15 14:49:26.100451
2017-7,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11593.898,2023-02-15 14:49:26.100451
2017-6,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11165.023,2023-02-15 14:49:26.100451
2017-5,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12349.592,2023-02-15 14:49:26.100451
2017-4,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10633.38424719184,2023-02-15 14:49:26.100451
2017-3,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10529.566,2023-02-15 14:49:26.100451
2017-2,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,8439.585,2023-02-15 14:49:26.100451
2017-1,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10936.15,2023-02-15 14:49:26.100451
2016-12,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9614.819,2023-02-15 14:49:26.100451
2016-11,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10301.76,2023-02-15 14:49:26.100451
2016-10,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9620.181,2023-02-15 14:49:26.100451
2016-9,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9303.291,2023-02-15 14:49:26.100451
2016-8,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,120478.731,2023-02-15 14:49:26.100451
2016-7,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11582.738,2023-02-15 14:49:26.100451
2016-6,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10040.334,2023-02-15 14:49:26.100451
2016-5,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9719.492,2023-02-15 14:49:26.100451
2016-4,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9692.041,2023-02-15 14:49:26.100451
2016-3,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10579.328,2023-02-15 14:49:26.100451
2016-2,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10566.441,2023-02-15 14:49:26.100451
2016-1,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9452.266,2023-02-15 14:49:26.100451
2015-12,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9902.394,2023-02-15 14:49:26.100451
2015-11,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10974.29,2023-02-15 14:49:26.100451
2015-10,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10444.395,2023-02-15 14:49:26.100451
2015-9,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10514.947,2023-02-15 14:49:26.100451
2015-8,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,8901.239,2023-02-15 14:49:26.100451
2015-7,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10262.879,2023-02-15 14:49:26.100451
2015-6,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9898.033,2023-02-15 14:49:26.100451
2015-5,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,7977.495,2023-02-15 14:49:26.100451
2015-4,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11139.159,2023-02-15 14:49:26.100451
2015-3,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,120831.724,2023-02-15 14:49:26.100451
2015-2,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10201.87,2023-02-15 14:49:26.100451
2015-1,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9472.157,2023-02-15 14:49:26.100451
2014-12,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9182.16,2023-02-15 14:49:26.100451
2014-11,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,125914.452,2023-02-15 14:49:26.100451
2014-10,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11417.899,2023-02-15 14:49:26.100451
2014-9,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10326.878,2023-02-15 14:49:26.100451
2014-8,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,12226.066,2023-02-15 14:49:26.100451
2014-7,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11192.043,2023-02-15 14:49:26.100451
2014-6,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10745.325,2023-02-15 14:49:26.100451
2014-5,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,11191.836,2023-02-15 14:49:26.100451
2014-4,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9828.284,2023-02-15 14:49:26.100451
2014-3,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9725.778,2023-02-15 14:49:26.100451
2014-2,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10144.915,2023-02-15 14:49:26.100451
2014-1,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10470.421,2023-02-15 14:49:26.100451
2013-12,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,8971.578,2023-02-15 14:49:26.100451
2013-11,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,8589.529,2023-02-15 14:49:26.100451
2013-10,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,9447.882,2023-02-15 14:49:26.100451
2013-9,AMAZONAS,OLEO_DIESEL_MARITIMO,METROS_CUBICOS,10495.657,2023-02-15 14:49:26.100451
